make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,co2_emissions
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,251
NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,10.1,11.8,271
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,10.0,8.5,9.3,214
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12.0,8.9,10.6,244
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,9.3,11.0,253
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,202
NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,255
NISSAN,,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,191
NISSAN,,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,198
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8,6.0,7.0,161
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7,6.6,7.8,179
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,12.8,15.6,359
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,14.3,17.3,398
NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2,5.8,6.6,152
NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.5,7.7,177
NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,A5,X,16.1,11.9,14.2,327
NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,M6,X,15.2,11.9,13.7,315
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,232
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,8.6,10.7,246
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,8.5,10.3,237
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,246
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12.0,8.7,10.5,242
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.6,9.0,11.0,253
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.3,8.9,10.8,248
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.8,8.9,11.0,253
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9.0,11.0,253
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,9.1,11.2,258
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,232
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,246
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,244
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,8.6,10.8,248
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.4,8.7,10.7,246
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.6,8.8,10.9,251
PORSCHE,,TWO-SEATER,3.8,6,AM7,Z,16.0,11.5,14.0,322
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,274
PORSCHE,,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,274
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,274
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,274
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,212
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,228
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,225
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,239
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,14.1,10.2,12.4,290
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.8,10.9,13.6,313
PORSCHE,,SUV - STANDARD,,6,A8,D,11.8,8.1,10.2,277
PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,16.7,11.5,14.4,338
PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15.5,10.7,13.2,310
PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3.0,6,A8,,11.8,9.9,10.9,251
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.3,11.0,13.9,326
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,18.0,11.9,15.2,358
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,212
PORSCHE,,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,228
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,225
PORSCHE,CAYMAN S,TWO-SEATER,,6,M6,Z,11.9,8.6,10.4,239
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,251
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,255
PORSCHE,,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.3,260
PORSCHE,,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,264
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,292
PORSCHE,,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.3,260
PORSCHE,PANAMERA TURBO,FULL-SIZE,,8,AM7,Z,15.3,9.7,12.8,294
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,297
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,340
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,313
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,12.7,15.4,354
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.3,11.5,14.1,324
RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.1,8.8,10.6,286
RAM,,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,290
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,285
RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.6,8.4,10.2,275
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,274
RAM,,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,269
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,260
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,262
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18.6,12.7,15.9,254
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.0,368
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16.0,368
ROLLS-ROYCE,,FULL-SIZE,6.7,12,A8,Z,20.7,12.8,17.1,393
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,393
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,20.7,12.7,17.1,393
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,20.7,12.7,17.1,393
ROLLS-ROYCE,,MID-SIZE,6.6,12,A8,Z,18.7,11.8,15.6,359
SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,193
SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.8,9.5,218
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,143
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.5,9.0,207
SCION,,COMPACT,2.5,4,M6,X,10.2,7.6,9.0,207
SCION,,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.6,9.9,228
SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.9,8.6,9.9,228
SCION,xD,SUBCOMPACT,1.8,4,A4,X,8.8,7.1,8.0,184
SCION,xD,SUBCOMPACT,1.8,4,M5,X,8.6,7.1,7.9,182
SMART,,TWO-SEATER,1.0,3,AM5,Z,6.9,5.7,6.4,147
SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AM5,Z,6.9,5.7,6.4,147
SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,389
SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,389
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.6,7.1,8.5,196
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,,11.0,7.9,9.6,221
SUBARU,,SUV - SMALL,2.0,4,AV,Z,10.2,,9.5,218
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,198
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,,10.9,8.3,9.7,223
SUBARU,,COMPACT,2.0,4,AV,X,8.7,6.6,7.8,179
SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.6,7.1,8.5,196
SUBARU,IMPREZA AWD,COMPACT,,4,M5,Z,12.6,9.5,11.2,258
SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,288
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV,X,8.7,6.6,7.8,179
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,9.6,7.1,8.5,196
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,Z,12.6,9.5,11.2,258
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,10.4,12.5,288
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,7.3,8.6,198
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,11.3,8.2,9.9,228
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,13.3,9.5,11.6,267
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,9.9,7.8,9.0,207
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,10.8,8.5,9.8,225
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AS5,X,13.4,,11.7,269
SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,14.7,,13.1,301
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV,X,9.5,7.2,8.5,196
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.2,8.0,9.2,212
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV,X,8.1,7.2,7.7,177
TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.1,12.9,297
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.1,12.9,297
TOYOTA,,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,221
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,6.6,8.2,189
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.1,7.8,9.6,221
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,5.9,5.7,131
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,6.2,6.0,138
TOYOTA,,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.7,177
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.1,6.3,7.3,168
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.0,5.9,7.1,163
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.3,7.4,170
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,156
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,159
TOYOTA,,STATION WAGON - SMALL,1.8,4,A4,X,9.4,7.5,8.5,196
TOYOTA,,STATION WAGON - SMALL,1.8,4,M5,X,8.9,7.3,8.2,189
TOYOTA,,SUV - SMALL,4.0,6,A5,X,14.3,11.2,12.9,297
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,M6,X,15.4,12.1,13.9,320
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,8.6,10.3,237
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.6,9.4,11.2,258
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13.0,9.7,11.5,264
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.0,8.6,8.3,191
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,7.9,,8.2,189
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.7,4.9,4.8,110
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.6,4.9,4.7,108
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.3,5.8,5.5,126
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.0,,8.9,205
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.4,8.1,9.4,216
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.2,9.5,218
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,19.0,13.9,16.7,384
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,12.9,9.4,11.3,260
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,,14.2,10.3,12.4,285
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.3,10.9,251
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,8.9,10.2,235
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.5,11.3,13.1,301
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,10.5,11.9,274
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.8,10.6,11.8,271
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,11.5,13.3,306
TOYOTA,,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.3,12.3,14.0,322
TOYOTA,,PICKUP TRUCK - STANDARD,4.0,6,AS5,X,14.8,11.8,13.5,310
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,329
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.6,,15.5,356
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,347
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,373
TOYOTA,,SUV - SMALL,2.7,4,AS6,X,11.4,8.2,10.0,230
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.6,9.1,11.0,253
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,8.5,10.2,235
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.9,9.4,11.3,260
TOYOTA,YARIS,COMPACT,1.5,4,A4,,7.9,6.6,7.3,168
TOYOTA,,COMPACT,1.5,4,M5,X,7.8,6.3,7.1,163
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,9.5,7.2,8.5,196
VOLKSWAGEN,,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,200
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,A6,Z,10.3,7.7,9.1,209
VOLKSWAGEN,,COMPACT,2.0,4,M6,Z,10.8,7.6,9.4,216
VOLKSWAGEN,BEETLE,COMPACT,2.5,5,A6,X,10.9,8.4,9.8,225
VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,11.2,7.7,9.6,221
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,A6,D,8.4,5.9,7.4,200
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,M6,D,8.8,6.1,7.7,208
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,9.8,7.3,8.7,200
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,A6,Z,10.3,8.1,9.3,214
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,M6,Z,10.8,7.6,9.4,216
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,11.2,8.7,10.1,232
VOLKSWAGEN,,COMPACT,2.0,4,A6,Z,11.1,7.9,9.7,223
VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.6,7.7,9.8,225
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,,14.3,9.8,12.3,283
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,A6,Z,10.9,8.0,9.6,221
VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,A6,X,11.0,7.7,9.5,218
VOLKSWAGEN,,STATION WAGON - SMALL,2.5,5,M5,X,11.2,7.3,9.4,216
VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4,A6,D,8.1,6.4,7.4,198
VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4,M6,D,8.3,6.0,7.3,196
VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,9.5,6.7,8.2,189
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.4,6.7,8.2,189
VOLKSWAGEN,JETTA,COMPACT,2.0,4,A6,X,10.6,8.0,9.4,216
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,10.4,7.2,9.0,207
VOLKSWAGEN,,COMPACT,2.0,4,A6,D,8.1,6.4,7.4,198
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,M6,D,8.3,6.0,7.3,196
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,A6,Z,10.2,,9.0,207
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,M6,Z,10.6,7.4,9.2,212
VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,5.6,5.2,5.4,124
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,9.9,6.9,8.6,198
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,10.0,6.9,8.6,198
VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,11.0,8.0,9.7,223
VOLKSWAGEN,,MID-SIZE,2.5,5,M5,X,11.4,7.8,9.8,225
VOLKSWAGEN,,MID-SIZE,3.6,6,A6,Z,12.4,8.8,10.8,248
VOLKSWAGEN,,MID-SIZE,2.0,4,A6,D,7.8,5.9,6.9,180
VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,14.2,9.5,12.1,278
VOLKSWAGEN,,SUV - SMALL,2.0,4,A6,,11.7,9.5,10.7,246
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,13.6,9.2,11.6,267
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,,4,A6,Z,11.7,9.4,10.7,246
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.4,10.4,12.6,296
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6,AS8,D,11.8,8.1,10.2,277
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,223
VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,11.6,,10.1,232
VOLVO,S60 AWD,COMPACT,3.0,6,AS6,X,13.2,9.5,11.5,264
VOLVO,S80,MID-SIZE,3.2,6,AS6,X,11.9,,10.2,235
VOLVO,S80 AWD,MID-SIZE,3.0,6,AS6,X,13.2,9.5,11.5,264
VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,13.0,8.9,11.2,258
VOLVO,,SUV - SMALL,3.0,6,AS6,X,13.4,9.8,11.8,271
VOLVO,,SUV - SMALL,3.2,6,AS6,X,13.2,9.5,11.5,264
VOLVO,XC70 AWD,SUV - SMALL,3.0,6,AS6,X,13.4,9.8,11.8,271
VOLVO,XC70 AWD,SUV - SMALL,,6,AS6,X,12.9,,11.3,260
VOLVO,XC90 AWD,SUV - STANDARD,,6,AS6,X,14.9,10.2,12.8,294
ACURA,,COMPACT,2.0,4,AS5,Z,9.7,6.7,8.3,191
ACURA,ILX,COMPACT,2.4,4,M6,Z,10.8,7.4,9.3,214
ACURA,,COMPACT,1.5,4,AV7,Z,6.0,6.1,6.1,140
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS6,Z,12.7,9.1,11.1,255
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.1,8.7,10.6,244
ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,11.9,7.7,10.0,230
ACURA,,MID-SIZE,3.5,6,AM7,Z,8.0,7.5,7.7,177
ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,191
ACURA,TLX,COMPACT,3.5,6,AS9,Z,11.2,6.9,9.2,212
ACURA,,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,221
ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,193
ASTON MARTIN,DB9,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,359
ASTON MARTIN,,SUBCOMPACT,6.0,12,A8,Z,16.8,10.9,14.2,327
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,338
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,356
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,338
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,356
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.5,12.8,16.5,379
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,338
ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,356
ASTON MARTIN,,MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,340
AUDI,A3,SUBCOMPACT,1.8,4,AM6,Z,10.0,7.1,8.7,200
AUDI,A3 TDI (modified),SUBCOMPACT,2.0,4,AM6,D,7.6,5.5,6.5,177
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,9.8,7.2,8.6,198
AUDI,,SUBCOMPACT,2.0,4,AM6,Z,10.1,7.5,8.9,205
AUDI,A4,COMPACT,2.0,4,AV8,Z,9.9,7.6,8.9,205
AUDI,,COMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,221
AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,10.6,7.3,9.1,209
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AS8,Z,11.2,8.4,9.9,228
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,221
AUDI,,SUBCOMPACT,2.0,4,M6,Z,10.6,7.3,9.1,209
AUDI,,SUBCOMPACT,2.0,4,AS8,Z,11.3,8.0,9.8,225
AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,12.0,8.1,10.3,237
AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,12.8,8.6,10.9,251
AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.2,8.1,217
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,13.1,8.5,11.0,253
AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.2,8.1,217
AUDI,,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,242
AUDI,A8,MID-SIZE,4.0,8,AS8,Z,12.9,8.0,10.7,246
AUDI,A8 TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,224
AUDI,A8L,FULL-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,242
AUDI,,FULL-SIZE,4.0,8,AS8,Z,13.2,8.3,11.0,258
AUDI,,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,344
AUDI,A8L TDI (modified),FULL-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,224
AUDI,Q3,COMPACT,2.0,4,AS6,Z,12.0,8.2,10.3,237
AUDI,Q3 QUATTRO,COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,237
AUDI,,SUV - SMALL,2.0,4,AS8,Z,12.0,8.5,10.4,239
AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,13.2,,11.4,262
AUDI,Q5 TDI (modified),SUV - SMALL,3.0,6,AS8,D,10.2,7.8,9.0,244
AUDI,Q5 HYBRID,SUV - SMALL,2.0,4,AS8,Z,9.8,7.9,8.9,205
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,15.2,11.0,13.3,306
AUDI,,SUV - STANDARD,3.0,6,AS8,D,12.4,8.7,10.7,290
AUDI,R8,TWO-SEATER,4.2,8,AM7,Z,17.3,10.4,14.2,327
AUDI,,TWO-SEATER,4.2,8,M6,Z,20.5,11.7,16.6,382
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,18.2,10.6,14.8,347
AUDI,R8,TWO-SEATER,5.2,10,M6,Z,19.9,12.0,16.4,377
AUDI,R8 SPYDER,TWO-SEATER,4.2,8,AM7,Z,17.3,10.4,14.2,327
AUDI,R8 SPYDER,TWO-SEATER,4.2,8,M6,Z,20.5,11.7,16.6,382
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,18.2,10.6,14.8,347
AUDI,,TWO-SEATER,5.2,10,M6,Z,19.9,12.0,16.4,377
AUDI,RS 5,SUBCOMPACT,4.2,8,AM7,Z,14.9,10.1,12.8,294
